Identyfikator zadania;Nazwa zadania;Zasobnik;Cel;Stan;Priorytet;Przypisane do;Utworzona przez;Data utworzenia;Data ukończenia;Data rozpoczęcia;Jest cykliczne;Opóźnienie;Data zakończenia;Ukończone przez;Ukończone elementy listy kontrolnej;Elementy listy kontrolnej;Etykiety;Notatki
JRYx7s3gzEOpUqqHnGuso5YABQJc;US034 - Application should be able to run with Javascript disabled;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Product Owner Approved;Meets Acceptance Criteria;UX approved;Tested;Peer Review";NFR;"As a user
I want the application to be functional on browsers with Javascript disabled
So the application will be usable for all users
Acceptance Criteria:
With javascript disabled on all browsers I will be able to use the application in the same way as if javascript was enabled"
qsM3Ct_caEi2QWuLSEc_l5YAMgjG;US024 - Registration System;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;W toku;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;2026-08-12;;false;;;0/2;"frontend;backend connection";Security;"Acceptance Criteria
User must be able to register with email, password
Role should default to ""user"" role in database (not admin)
Email must be a valid email format
Password much be more than 8 chars with upper, lower and special char
Password should be salted and hashed (https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_)"
nm4SJ3ow9E-t4XIci89EiJYAMDit;US001 - View Job Roles (3);3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-11;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;3/3;"US001-02 - API;US001-03 - Database;US001-01 - UI";Applicant;"As a applicant
I want to view job roles within Kainos
So that I can see all the job roles available in Kainos
Acceptance Criteria
Can view a list of job roles within Kainos with the status ""open""
role name
location
capability
band
closing date
Tech notes:
UI
New JobRoleController with GET /job-roles route to render list of job roles
New JobRoleService with axios call to GET /job-roles API endpoint
New job-role-list.html view
API
New JobRoleController with GET /job-roles route to return list of job roles
New JobRoleService which returns list of JobRoleResponse
New JobRoleDao which queries job-role database table and returns list of JobRole
New JobRoleResponse model
New JobRole model
New JobRoleMapper which maps JobRole to JobRoleResponse
Database
New job-roles table with jobRoleId, roleName, location, capabilityId, bandId, closingDate and status
New capability table with capabilityId, capabilityName
New band table with nameId, bandName
Test scenarios:
Can view job roles
Branch name: 001-view-job-roles"
dqx7vq7vKUexNqSuvLzlsJYAGMYN;US032 - README for running and testing;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-07;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Documentation;Update the README to include info on how to run, build, test, migrate & lint the API & UI applications
yge3RBQ5zkygj4olB15pcZYAHTxK;US038 - Linting check;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Wysoki;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;2026-08-05;;false;2026-08-07;259f2674-2abf-469b-a8b4-6cc20d34a526;;;NFR;"Add in linting checks to ensure our code is consistent across the UI & API applications
Linter should use biome
ACs
npm run lint - should run the linter and flag any issues
npm run lint:fix - should run the linter and auto fix any issues it can
See the biome docs for the flags to use to get auto fix working"
F5r6ncboWEagqGJk7OYmppYANQtb;US036 - Deploy API to AWS;C2XFJfnWqkGl4UUtY3ZeTJYAFFQa;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;NFR;"Acceptance Criteria:
Dockerise API
Github Action to store docker container in AWS
Ask mentor for AWS secrets
Example: https://github.com/shaunganley/java-dropwizard-swagger-jdbc"
08Kbk1XCL02y-BU7sYko4JYAHYTa;US037 - Deploy frontend to AWS;C2XFJfnWqkGl4UUtY3ZeTJYAFFQa;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;NFR;"Acceptance Criteria:
Dockerise Frontend
Github Action to store docker container in AWS
Ask mentor for AWS secrets
Example: https://github.com/shaunganley/nodejs-express-govuk-axios"
9pHGq6xZJEuHg6Qx0eOlj5YAPEVb;US026 - Add branding to the product;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;2026-08-07;;false;2026-08-10;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;;;NFR;"Add the required Kainos header and branding onto the project
Acceptance criteria:
Kainos logo
Kainos colours, styling and fonts
Home page/index
Favicon
Footer with contact information"
kz2NzqNXykGN1YbkpXtDlJYAEnH5;US040 - Login System;r8cK4ko2SUyrR4e65pe5iJYAKZLo;;W toku;Średni;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;2026-08-12;;false;;;0/2;"backend connetcion;frontend";Security;"Acceptance Criteria
User must log in with email and password
User must be able to log out
If email and password match database record, generate a JWT token
JWT token should be stored in browser session
Password should be salted and hashed before comparing to database: https://youtu.be/zt8Cocdy15c?si=u74kFMHTvILDY1P_"
ojWARw7CWEWbmQ3dQ_AtPpYAERzF;US042 - UI test US001;C2XFJfnWqkGl4UUtY3ZeTJYAFFQa;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Testing;"Add a UI test for viewing list of job roles
UI test should run against localhost and AWS URLs"
YlXOKzOeVkiFM8R2PZukvJYAFFis;US039 - Performance test US001;C2XFJfnWqkGl4UUtY3ZeTJYAFFQa;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Testing;"Add a performance testing for viewing list of job roles
performance test should run against localhost and AWS URLs
The number of users for the performance tests should be limited to 10 (otherwise the database will break)"
BSlWZr4bEUqrXBAJiNtH1pYAHgPo;US033 - Accessibility test US001;C2XFJfnWqkGl4UUtY3ZeTJYAFFQa;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Testing;"Add accessibility tests to all existing pages to ensure that users with accessibility needs can use the service without issues
ACs:
https://pa11y.org/
accessibility tests should run nightly against AWS URLs
accessibility tests should be able to be run against localhost
devs should be able to add URLs for future pages"
K2t229j8REmjrAQ4jvH4MZYAJvun;US002 - View job role information;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Applicant;"As an applicant
I want to find job specification information about each role
So that I know what is expected for each role
Acceptance Criteria
Able to click on the job role name in the job roles list page
Can view:
job role name
description
responsibilities
link to Job Spec for each role in SharePoint
Location
capability
band
closing date
status
number of open positions
Tech notes:
Update job-role table to contain specification column
Update UI to show specification (new page with link from job roles list page)
New GET /job-roles/{id} API endpoint
Tech notes:
UI
New method in JobRoleController with GET /job-roles/{id} route to render job role information
New method in JobRoleService with axios call to GET /job-roles/{id} API endpoint
New job-role-information.html view
API
New method in JobRoleController with GET /job-roles/{id} route to return job role
New method in JobRoleService which returns JobRoleDetailedResponse
New method in JobRoleDao which queries job-role database table and returns JobRole
New JobRoleDetailedResponse model
Update JobRole model to include new fields
New method in JobRoleMapper to map JobRole to JobRoleDetailedResponse
Database
Alter job-roles table to include description, responsibilities, sharepointUrl, statusId, numberOfOpenPositions
New status table with statusId, statusName
Branch name: 002-view-role-detail"
q-hlGOGMmkiaWV1tjP0xy5YAKgDo;US012 - Add new role;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;0/2;"Frontend;API";Admin;"As an Admin
I want to add a new role to an existing capability and band
So that I can keep the software information up to date
Acceptance criteria
Able to add a new role to an existing band and capability
Able to add details to new role:
Job role name
Job spec summary
Sharepoint link
Responsibilities
Number of open positions
Location
closing date
Able to select band from dropdown of bands in database
Able to select capability from dropdown on capabilities in database
Input data must be validated on UI & API
Able to create a role from the job roles list page
Status should be set to ""open"" in database"
ozDWzBvYZUuDiQDoFGQKrJYAIfe9;US015 - Edit a role;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;0/5;"Meets Acceptance Criteria;UX Approved;Peer Review;Tested;Product Owner Approved";Admin;"As an Admin
I want to edit a role
So that I can keep the software information up to date
Acceptance criteria
Able to update:
Job role name
Job description
Sharepoint link
Responsibilities
Band (dropdown list)
Capability (dropdown list)
Status (dropdown list)
Number of open positions
Location
closing date
UI must pre-populate fields in form
Input data must be validated in UI & API
Able to edit the role from the job roles list page and the job specification page"
OT07VLmKg0uCEe9xeVCgGJYAHyoC;US020 - Delete a role backend;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-12;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Admin;"As an Admin
I want to delete a role
So that I can keep the software information up to date
Acceptance criteria
Able to delete the role from the job roles list page and the job specification page
Warning must appear asking for confirmation before deletion"
IQqZtS2HtkKUZG6-twlX95YAHm0v;Create Frontend Project;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Wysoki;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;2026-08-06;2026-08-06;;false;2026-08-07;259f2674-2abf-469b-a8b4-6cc20d34a526;;;NFR;"Create a basic node project for the frontend.
ACs:
npm run build - builds the project and stores it in ./dist
npm run dev - runs the project in hot reload mode
npm run start - starts the project from the ./dist folder
The following packages should be installed:
express
nunjucks
The app should scaffold a basic express app that exposes a single /health endpoint
This will return a json object of the following format
{
""status"": ""UP"",
""time"": current timestamp
}
The app should show a basic html page with hello world on it when the user hits /
e.g http://localhost:3000/ gives back hello world in html
No styling necessary"
gl4BMyfLNkaIfRHBAy98n5YAHr8C;Create Backend Project;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Wysoki;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;2026-08-05;2026-08-04;;false;2026-08-05;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;;;NFR;"Create a basic node project for the api backend.
ACs:
npm run build - builds the project and stored it in ./dist
npm run dev - runs the project in hot reload mode
npm run start - starts the project from the dist folder
The following packages should be installed:
express
The app should scaffold a basic express app that exposes a single /health endpoint
This will return a json object of the following format
{
""status"": ""UP"",
""time"": current timestamp
}"
J-Fxf9AjFEKImaUVnOOw55YAFect;US040 - View band information;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to view band information
So that I know the band information
Acceptance criteria
Can click on band name in band list page to view more information
Can click on band name in role list page to view more information
Able to see name, level, training, competencies"
PILPgOQju0azKLnE7NNqBZYAFaX2;US042 - View all capabilities;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to view capabilities information
So that I know the capabilities information
Acceptance criteria
List page with capabilities information (name, capability lead name)
Link to capabilities list page from home page"
OabrfsFkZk-1cwyv73f2YZYAM_0Z;US043 - View capability information;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to view capability information
So that I know the capability information
Acceptance criteria
Can click on capability name in capability list page to view more information
Can click on capability name in role list page to view more information
Able to see name, capability lead name and capability lead image (image should be stored in AWS S3 bucket, ask mentor to create bucket)"
CQXRXAC56EW_4W9lfQpkmpYACClS;US044 - View all training;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to view training information
So that I know the training information
Acceptance criteria
List page with training information (name, bands)
Link to training list page from home page"
0vp3JT_sj0uad5v3ncfATpYALqiF;US045 - View training information;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to view training information
So that I know the training information
Acceptance criteria
Can click on training name in training list page to view more information
Can click on training name in band information page to view more information
Able to see name, bands and competencies"
B1wZStGzhEaZmSEXcJykpJYAA_mz;US046 - Edit training;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Product Owner Approved;UX approved;Peer Review;Meets Acceptance Criteria;Tested";Admin;"As an Admin
I want to edit a training
So that I can training information up to date
Acceptance Criteria
Able to update:
Training name
bands (checkboxes)
competencies (checkboxes)
Can edit from training list page and training details page"
VJ3oEm3sE0KSnV3RxUB815YANzx-;US047 - Delete training;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"UX approved;Tested;Meets Acceptance Criteria;Product Owner Approved;Peer Review";Admin;"As an Admin
I want to delete a training
So that I can keep the training information up to date
Acceptance Criteria
Can delete training from training list page
Warning to appear asking to confirm"
Ge56iRvUSkuRc5_Nn3AjmJYAMBs-;US048 - Add a new training;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"UX Approved;Meets Acceptance Criteria;Product Owner Approved;Peer Review;Tested";Admin;"As an Admin
I want to be able to create a new training
So that I can assign roles to correct training to date
Acceptance criteria
Able to define:
New training name
Bands (checkboxes of bands from database)
Competencies (checkboxes of bands from database)
Can create a new training from training list page"
Z5lqapsstEWq0FmSCZPRQpYAHh47;US050 - Apply for role;kQF6DVAXsU-MkZxy-pCsQ5YAM3lZ;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Apply for role;"As an applicant
I want to be able to apply for a job role
So I can register my interest in Kainos
Acceptance criteria:
If the number of open positions is more than 0 and the status of the role is ""open"" a button should appear on the job information page for applicant users to apply
A new page should allow the applicant to upload CV
When submitted, application status should be set to ""in progress""
Non-functional requirements:
CV should be stored in AWS S3 bucket (ask mentor to create bucket)"
jWEhe3G0n0ujAaJtqA4gspYADGCp;US051 - Assess role applications;kQF6DVAXsU-MkZxy-pCsQ5YAM3lZ;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Apply for role;"As a Recruitment Admin
I want to see a list of applications for each role
So that I assess who should be hired
Acceptance Criteria
Only for admins:
A list of applicants should appear on the job role information page with the status of the application
The username should be clickable and open the applicants CV (stored in AWS S3 bucket)
If application status is ""in progress"": A ""hire"" link should appear next to each applicant. Upon clicking the hire link a confirmation box should appear. Upon confirming the number of open positions should be reduced by 1 and update status to ""Hired""
If application status is ""in progress"": A ""reject"" link should appear next to each applicant. Upon clicking the reject link a confirmation box should appear. Upon confirming update status to ""Rejected"""
-HCbxyrrgku854Mw3MX7v5YADaX6;US053 - View my job applications;L0EO1c-x2kCR2Q-yVlZOB5YAOOQK;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Apply for role;"As an applicant
I want to view all of my job applications
So that I know the status of my applications
Acceptance criteria
List page with job application information for logged in user:
role name (link to the role information page)
status (in progress, hired, rejected)
Link to job applications list page from home page"
3FlbPA2A70Gc3Mi-hLngdJYACQpm;US053 - Chatbot;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Tested;Meets Acceptance Criteria;UX approved;Peer Review;Product Owner Approved";Applicant;"As an applicant
I want to have access to a chatbot
So that I can ask questions about roles
Acceptance criteria
Can see a chat icon that can be expanded
Can ask a question to the chatbot about job roles
Chatbot responds with accurate information"
Fq4-ZxB-1EilPWDCEtsJPpYAMEqW;US054 - Generate report;L0EO1c-x2kCR2Q-yVlZOB5YAOOQK;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Admin;"As an Admin
I want to generate a report of all job roles
So that I can provide an up to date export to stakeholders
Acceptance Criteria
Able to update:
A CSV file will be downloaded in the browser that will contain all job role information
Can generate report from job roles last page"
V6z9BI9VIk2wyXNrWUBJVpYAPaVz;US055 - Automatic job role status updates;L0EO1c-x2kCR2Q-yVlZOB5YAOOQK;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Apply for role;"As an Admin
I want the status of job roles to update to ""closed"" when past closing date or no more roles
So that I applicants can't apply for closed roles
Acceptance Criteria
API endpoint that updates any ""open"" job roles and set the status to ""closed"" if the closing date has passed or if the number of available positions is 0
GitHub action to invoke the API endpoint each night"
FuLucMHtuUKI4_zZSC7seJYABXNM;US056 - Role bulk import;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Meets Acceptance Criteria;Peer Review;Tested;Product Owner Approved;UX approved";Admin;"As an Admin
I want to upload a CSV file with lots of job roles
So that I can quickly add many new roles
Acceptance criteria
Bulk import button added to the job role list page for admins
New page that allows CSV file upload and calls API when submitted
New API endpoint which accepts CSV file, validates data is in correct format and adds each role to the database"
bWoEACPPBEixpeXEIVi4b5YAPC4R;US057 - Email notifications;L0EO1c-x2kCR2Q-yVlZOB5YAOOQK;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;Apply for role;"As an Admin
I want a email to be sent to applicants
So they are aware when their application has been processed
Acceptance criteria
When the admin confirms ""hire"" of application an email (can use AWS SNS to send email, ask mentor to create) should be sent to the applicant to let them know their application was successful
When the admin confirms ""reject"" of application an email (can use AWS SNS to send email, ask mentor to create) should be sent to the applicant to let them know their application was unsuccessful"
FxYCFzE3hUWUv5xLQwL18JYAAdaG;US057 - Google Analytics;MCPhoyHQiEyhs32l2acP-5YABvHo;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;0/5;"Meets Acceptance Criteria;Peer Review;Tested;Product Owner Approved;UX approved";Admin;"As an Admin
I want to see how many job applications are created in google analytics
So that I can easily track the data
Acceptance criteria
Able to see the number of job applications created today via google analytics
Able to see the number of job applications rejected today via google analytics
Able to see the number of job applications hired today via google analytics"
UuI9pCTBJEWcsAZoD2Gf45YACzb7;US060 - Pagination;L0EO1c-x2kCR2Q-yVlZOB5YAOOQK;;Nierozpoczęte;Średni;;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;;;;;NFR;"To prevent the website from crashing when too many roles exist I want to only see the first 10 results and be able to navigate forward to the next 10 results and back to the previous 10 results
Acceptance criteria:
Update job roles list page to only show 10 results
Have first, next, previous and last links below results
First should take me back to first 10 results
next should take me to next 10 results (if more results exist)
previous should take me to previous 10 results (if previous results exist)
Last should take me to last results
Update GET /job-roles API endpoint to take a query param to limit number of results and where the results should begin
Tech notes:
use query params in API to allow limit of results"
DOO68WdsDESiKyNRVflWgZYAEw5B;Create CI/CD pipeline;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;;;false;2026-08-12;259f2674-2abf-469b-a8b4-6cc20d34a526;;;NFR;"ACs
Github actions flow that performs
Build
Linting
Tests
on both frontend and backend repositories.
The pipeline must run when:
A new pull request is opened
A branch is merged into main or master
PR merging must be blocked if the pipeline fails."
IRyVoRPfHkui8VY9-thdEpYADI99;US061 - Unit tests;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Wysoki;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";c6f4deb8-5229-41f9-85b4-fed37c67899e;2026-08-04;;2026-08-06;;false;2026-08-07;259f2674-2abf-469b-a8b4-6cc20d34a526;2/3;"Ability to run tests on frontend repo;Ability to get coverage percentage;Ability to run tests on backend repo";NFR;"Add in unit testing with ViTest to ensure we have automated tests against our code.
ACs
npm run test - should execute unit tests
npm run test:ui - should execute ui tests (if required)
npm run test:coverage - should generate a coverage report"
srhe4_mSYESjJqWQgvcGcpYAB3UA;US001-01 - View Job Roles - UI;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Ważne;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-04;;2026-08-06;;false;2026-08-11;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;;;Applicant;"As a applicant
I want to view job roles within Kainos
So that I can see all the job roles available in Kainos
Acceptance Criteria
Can view a list of job roles within Kainos with the status ""open""
role name
location
capability
band
closing date
Tech notes:
UI
New JobRoleController with GET /job-roles route to render list of job roles (na ten moment mocki) \/
New JobRoleService with axios call to GET /job-roles API endpoint - narazie nie ruszam
New job-role-list.html view - wyswietlic liste ktora dostarczy mock na ten moment \/
Test scenarios:
Can view job roles
Branch name: 001-01-view-job-roles"
Q4uR506r6Ey4HOmXK66c0JYAGuQp;US001-02 - View Job Roles - API;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-04;2026-08-10;2026-08-06;;false;2026-08-10;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Applicant;"As a applicant
I want to view job roles within Kainos
So that I can see all the job roles available in Kainos
Acceptance Criteria
Can view a list of job roles within Kainos with the status ""open""
role name
location
capability
band
closing date
Tech notes:
API
New JobRoleController with GET /job-roles route to return list of job roles
New JobRoleService which returns list of JobRoleResponse
New JobRoleDao which queries job-role database table and returns list of JobRole
New JobRoleResponse model
New JobRole model
New JobRoleMapper which maps JobRole to JobRoleResponse
Test scenarios:
Can view job roles
Branch name: 001-02-view-job-roles"
8LLr8NokgkaHGRPAhRSpdJYAHcWB;US001-03 - View Job Roles - Database;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-04;;;;false;2026-08-07;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Applicant;"As a applicant
I want to view job roles within Kainos
So that I can see all the job roles available in Kainos
Acceptance Criteria
Can view a list of job roles within Kainos with the status ""open""
role name
location
capability
band
closing date
Tech notes:
Database
New job-roles table with jobRoleId, roleName, location, capabilityId, bandId, closingDate and status
New capability table with capabilityId, capabilityName
New band table with nameId, bandName
Test scenarios:
Can view job roles
Branch name: 001-02-view-job-roles"
v21vMEZDDUi-eUfpVnvDGJYABzxS;Environment setup - VS Code, Extensions, Debugger;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-05;2026-08-05;2026-08-05;;false;2026-08-05;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;NFR;Setup the VS Code files to make sure that all of the team members use the same setup, extensions & debugger settings
n-ViI4IEQk25mDtl0Tga8pYAPugh;Logger - custom logs, request logging;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;"259f2674-2abf-469b-a8b4-6cc20d34a526;9c5eb4ff-af7a-4860-8578-9ef3ef6702d3;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4";9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;2026-08-05;;;;false;2026-08-10;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;NFR;"Create custom logging using Winston & Morgan
Use structured logging - log as json
Add context - i.e. include user ID, request id, correlation id"
1lcBUX3VI0CrrGYu5pK075YAOH4H;US002-01-View job role information - API;3WPtnZyMH0q9IK8ZZcWcs5YAOs_h;;Ukończone;Średni;259f2674-2abf-469b-a8b4-6cc20d34a526;259f2674-2abf-469b-a8b4-6cc20d34a526;2026-08-07;;;;false;2026-08-10;9033bf62-a43d-4073-9e2a-fdfba5cf0dc4;;;Applicant;"As an applicant
I want to find job specification information about each role
So that I know what is expected for each role
Acceptance Criteria
Able to click on the job role name in the job roles list page
Can view:
job role name
description
responsibilities
link to Job Spec for each role in SharePoint
Location
capability
band
closing date
status
number of open positions
Tech notes:
Update job-role table to contain specification column
Update UI to show specification (new page with link from job roles list page)
New GET /job-roles/{id} API endpoint
Tech notes:
API
New method in JobRoleController with GET /job-roles/{id} route to return job role
New method in JobRoleService which returns JobRoleDetailedResponse
New method in JobRoleDao which queries job-role database table and returns JobRole
New JobRoleDetailedResponse model
Update JobRole model to include new fields
New method in JobRoleMapper to map JobRole to JobRoleDetailedResponse
Branch name: 002-01 view-role-detail"
